metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1786705364.8287,elite,8288.1796765436,1757789427.3943,AS20485 Joint Stock Company TransTeleCom,TRANSTELECOM,Novotroitsk,Europe,EU,Russia,RU,,False,multi-origin SUTTK,51.192,58.2809,False,,True,Orenburg Oblast,success,Asia/Yekaterinburg,,1786432976,1786705364.8287,37647,http,89.237.32.66:37647,False,7021.0888385773,2417,60834,3.821283457969,89.237.32.66
True,1786705364.3216,transparent,10280.782985018,1768532562.5179,AS50187 BaikalWestCom,BWC,Irkutsk,Europe,EU,Russia,RU,,False,BaikalWestCom,52.2984,104.2903,False,BaikalWestCom,True,Irkutsk Oblast,success,Asia/Irkutsk,664000,1786134485,1786705364.3216,8000,http,185.234.229.132:8000,False,9973.1092453003,15470,259354,5.6290571420254,185.234.229.132
True,1786704755.885,elite,2158.6581040128,1786638103.5925,AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP,GCS-AS,Frankfurt am Main,Europe,EU,Germany,DE,,False,Global Connectivity Solutions LLP,50.1169,8.6837,False,Global Connectivity Solutions LLP,True,Hesse,success,Europe/Berlin,60313,1786637488,1786705362.61,888,http,80.66.72.152:888,True,14451.735496521,410,303,57.50350631136,80.66.72.152
True,1786705361.7823,transparent,6458.1398028952,1782012840.5254,AS4811 China Telecom (Group),CHINANET-SHANGHAI-MAN,Shanghai,Asia,AS,China,CN,,False,China Telecom (Group),31.2222,121.4581,False,Chinanet SH,True,Shanghai,success,Asia/Shanghai,,1786242966,1786705361.7823,3128,http,101.89.150.168:3128,True,2216.281414032,59632,11381,83.973356990973,101.89.150.168
True,1786705360.9664,transparent,6408.3241218274,1779315426.4002,AS28573 Claro NXT Telecomunicacoes Ltda,Claro NXT Telecomunicacoes Ltda,Três Lagoas,South America,SA,Brazil,BR,,False,Claro NXT Telecomunicacoes Ltda,-20.7876,-51.7034,False,Claro NXT Telecomunicacoes Ltda,True,Mato Grosso do Sul,success,America/Campo_Grande,79600,1786571335,1786705360.9664,8080,http,179.136.111.46:8080,False,6221.1947441101,16649,50128,24.932237147521,179.136.111.46
True,1786705360.3223,transparent,6463.633907504,1746058010.8076,AS23974 Ministry of education,MOE-AS-AP,Pom Prap Sattru Phai,Asia,AS,Thailand,TH,Khwaeng Dusit,False,Ministry of Education - EMISC,13.7655,100.509,False,Ministry of Education - EMISC,True,Bangkok,success,Asia/Bangkok,10100,1786179592,1786705360.3223,8080,http,106.0.158.114:8080,False,9542.9093837738,14050,118460,10.602973360501,106.0.158.114
True,1786705360.3218,transparent,5901.7348378291,1776345896.7159,AS26617 Navega.com S.A.,Navega.com S.A.,Taxisco,North America,,Guatemala,GT,,False,Navega.com S.A.,14.0672,-90.4679,False,Navega.com S.A,True,Santa Rosa Department,success,America/Guatemala,,1786627089,1786705360.3218,999,http,148.230.17.253:999,False,10052.80995369,5853,69416,7.7761096865908,148.230.17.253
True,1786705344.8454,transparent,5375.115586303,1750610818.0397,AS199173 TechnoLux Ltd.,TECHNOLUX-AS,Kardzhali,Europe,EU,Bulgaria,BG,,False,Technolux Ltd,41.6439,25.3594,False,Technolux Ltd.,True,Kardzhali,success,Europe/Sofia,6600,1786136686,1786705359.4872,8080,http,85.187.224.21:8080,False,11792.612552643,16223,72924,18.198032463235,85.187.224.21
True,1786705359.4069,transparent,7916.9027438796,1775990711.9256,AS263194 Advantun SRL,Advantun SRL,San Fernando,South America,SA,Argentina,AR,,False,Advantun SRL,-34.4459,-58.5835,False,Advantun SRL,True,Buenos Aires,success,America/Argentina/Buenos_Aires,1646,1786277133,1786705359.4069,8080,http,179.43.103.97:8080,False,5698.3737945557,15196,73416,17.148918882318,179.43.103.97
True,1786705272.0687,anonymous,5884.7218084746,1781021791.6523,AS141126 PT Cubiespot Pilar Data Nusantara,IDNIC-CUBIESPOT-AS-ID,Pasuruan,Asia,AS,Indonesia,ID,,False,PT Cubiespot Pilar Data Nusantara,-7.743,112.8318,False,PT Cubiespot Pilar Digital Nusantara,True,East Java,success,Asia/Jakarta,67126,1786463077,1786705359.295,8000,http,203.175.126.229:8000,False,3611.9141578674,17996,37908,32.190898683457,203.175.126.229
True,1786705358.4921,elite,3983.7136556013,1785135975.7839,AS198610 Beget LLC,BEGET-AS,Moscow,Europe,EU,Russia,RU,,False,Beget LLC,55.7487,37.6187,False,Beget LLC,True,Moscow,success,Europe/Moscow,101000,1786343521,1786705358.4921,8088,http,85.198.87.168:8088,False,3185.218334198,589,9844,5.6455477810793,85.198.87.168
True,1786705358.437,transparent,5929.8200166729,1783280472.7191,AS152032 PT Putra Garsel Interkoneksi,IDNIC-DINETKAN-AS-ID,Denpasar,Asia,AS,Indonesia,ID,,False,PT Putra Garsel Interkoneksi,-8.66109,115.22,False,,True,Bali,success,Asia/Makassar,,1786301193,1786705358.437,8080,http,38.211.25.242:8080,False,5019.805431366,8600,22888,27.311991869919,38.211.25.242
True,1786705358.369,transparent,6241.087835976,1778034971.3292,AS273953 TV COLOMBIA DIGITAL SAS,TV COLOMBIA DIGITAL SAS,Bogotá,South America,SA,Colombia,CO,,False,Cogent Communications,4.5834,-74.1428,False,Vyntera Peru,True,Bogota D.C.,success,America/Bogota,110611,1786502617,1786705358.369,999,http,38.199.67.10:999,True,1521.3072299957,20159,56273,26.375078501151,38.199.67.10
True,1786705358.0744,elite,7470.8595057428,1755355672.6497,AS9299 Philippine Long Distance Telephone Company,IPG-AS-AP,Makati City,Asia,AS,Philippines,PH,,False,Philippine Long Distance Telephone Co.,14.5654,121.022,False,Philippine Long Distance Telephone Company,True,Metro Manila,success,Asia/Manila,1551,1786358768,1786705358.0744,8080,http,124.83.43.145:8080,False,9154.9234390259,23118,121259,16.012245717808,124.83.43.145
True,1786705357.906,transparent,6338.7466818154,1777892782.6195,AS151585 PT Wifa Lintas Data,WIFA-AS-ID,Pacitan,Asia,AS,Indonesia,ID,,False,PT Wifa Lintas Data,-8.19389,111.103,False,Wifa,True,East Java,success,Asia/Jakarta,,1786357839,1786705357.906,8090,http,103.204.46.130:8090,False,6713.5982513428,12531,59392,17.422799382673,103.204.46.130
True,1786705357.6627,transparent,6332.5147051965,1779117706.7317,AS152769 PT Gopal Network Solusindo,IDNIC-GOPALNET-AS-ID,Ngawi,Asia,AS,Indonesia,ID,,False,Gopalnet,-7.5171,111.4124,False,PT Trans Hybrid Communication,True,East Java,success,Asia/Jakarta,63271,1786374563,1786705357.6627,7778,http,157.15.0.152:7778,False,2038.4087562561,17364,51327,25.278420753811,157.15.0.152
True,1786705356.8198,elite,2392.6341046804,1783598444.0019,AS50053 VDSka hosting,VDSKA-AS,Frankfurt am Main,Europe,EU,Germany,DE,,False,Anton Levin,50.1138,8.6521,False,Individual Entrepreneur Anton Levin,True,Hesse,success,Europe/Berlin,60308,1786619534,1786705356.8198,8118,http,5.39.255.142:8118,False,2827.99077034,1858,21721,7.8798931252386,5.39.255.142
True,1786705356.6865,transparent,6027.0567903742,1778031761.8903,AS265583 SISTEMAS Y SOLUCIONES DE CAMPECHE SAS DE CV,SISTEMAS Y SOLUCIONES DE CAMPECHE SAS DE CV,Campeche,North America,,Mexico,MX,,False,Sistemas Y Soluciones De Campeche SAS De CV,19.8308,-90.5175,False,Sistemas Y Soluciones De Campeche SAS De CV,True,Campeche,success,America/Merida,24060,1786496898,1786705356.6865,999,http,45.174.243.128:999,False,7710.3765010834,19983,56113,26.260250210261,45.174.243.128
True,1786705355.755,transparent,5616.839160499,1783322287.5182,AS17639 Converge ICT Solutions Inc.,CONVERGE-AS,Libmanan,Asia,AS,Philippines,PH,,False,ComClark Network & Technology Corp,13.6928,123.06,False,Converge ICT Network,True,Bicol Region,success,Asia/Manila,4407,1786345744,1786705355.755,8082,http,123.253.137.173:8082,False,7240.0052547455,4358,24118,15.304115746594,123.253.137.173
True,1786705355.673,transparent,5953.4626972334,1783175290.4629,AS49100 Pishgaman Toseeh Ertebatat Company (Private Joint Stock),IR-THR-PTE,Tehran,Asia,AS,Iran,IR,District 6,False,PTE Network,35.7338,51.4021,False,,False,Tehran,success,Asia/Tehran,,1786352612,1786705355.673,6220,http,5.202.52.103:6220,False,5817.6321983337,16308,18516,46.829772570641,5.202.52.103
True,1786705355.4776,transparent,4557.7432020851,1786673451.453,AS136373 Allied It Infrastructure And Services Pvt Ltd,ALLIED-AS,Gharroli,Asia,AS,India,IN,,False,Allied Corporation,28.6167,77.3321,False,Allied Corporation,True,National Capital Territory of Delhi,success,Asia/Kolkata,110091,1786670984,1786705355.4776,1111,http,103.163.69.130:1111,False,5580.3406238556,139,164,45.874587458746,103.163.69.130
True,1786705355.0843,elite,4251.559126752,1784959352.4555,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Santa Clara,North America,,United States,US,,True,Shenzhen Tencent Computer Systems Company Limited,37.353,-121.9544,False,Tencent Cloud Computing,True,California,success,America/Los_Angeles,95052,1786168697,1786705355.0843,8118,http,43.153.45.165:8118,False,435.03499031067,795,11506,6.4628891960003,43.153.45.165
True,1786705354.4909,transparent,5760.6716444103,1785095331.122,AS141077 RSTNET,RSTNET-AS-ID,Bandung,Asia,AS,Indonesia,ID,,False,RSTNET,-6.92222,107.607,False,,True,West Java,success,Asia/Jakarta,,1786302209,1786705354.4909,8818,http,103.178.3.243:8818,False,464.00570869446,3874,10508,26.936448338201,103.178.3.243
True,1786705353.889,transparent,6071.7497289256,1785745689.1366,AS17995 PT iForte Global Internet,SOLUSINET-AS-ID,Cibinong,Asia,AS,Indonesia,ID,,False,PT. IFORTE GLOBAL INTERNET,-6.47393,106.855,False,CV. Takara,False,West Java,success,Asia/Jakarta,16911,1786346991,1786705353.889,8080,http,123.253.77.251:8080,False,1722.5210666656,2371,6998,25.306863059024,123.253.77.251
True,1786705353.5604,transparent,6893.8174643083,1785219479.5756,AS203214 Hulum Almustakbal Company for Communication Engineering and Services Ltd,HulumTele,Baghdad,Asia,AS,Iraq,IQ,,False,Hulum,33.3364,44.4004,False,Earthlink Telecommunications Equipment Trading & Services DMCC,True,Baghdad,success,Asia/Baghdad,,1786425568,1786705353.5604,9090,http,65.20.230.118:9090,False,496.93131446838,4518,9544,32.129142369506,65.20.230.118
True,1786705352.8493,transparent,6026.4267977037,1750610159.1234,AS38783 PT. Simaya Jejaring Mandiri,SIMAYA-AS-ID,Leuwiliang,Asia,AS,Indonesia,ID,,True,NOC SIMAYA,-7.11694,107.502,False,,True,West Java,success,Asia/Jakarta,,1786375983,1786705352.8493,8080,http,115.178.49.111:8080,False,7551.938533783,6991,26473,20.891106861104,115.178.49.111
True,1786705154.7901,transparent,5696.5734915403,1778667526.4711,"AS174 Cogent Communications, LLC",COGENT-174,Pueblo Nuevo,North America,,Mexico,MX,,False,Cogent Communications,19.6742,-99.6175,False,Cogent Communications,True,México,success,America/Mexico_City,,1786528101,1786705352.4913,999,http,38.123.220.175:999,False,438.90309333801,17697,53404,24.889945289096,38.123.220.175
True,1786705352.434,elite,5651.0015827417,1786145197.5416,AS63023 GTHost,AS-GLOBALTELEHOST,Dallas,North America,,United States,US,,False,GTHost,32.7766,-96.7969,False,GTHost,True,Texas,success,America/Chicago,,1786142772,1786705352.434,49398,http,216.106.179.216:49398,False,1246.0224628448,400,3864,9.3808630393996,216.106.179.216
True,1786705352.4013,transparent,6768.9107764245,1780930373.7946,AS23031 TELECU TELECOMUNICACIONES DEL ECUADOR TELECUSA S.A.S.,TELECU TELECOMUNICACIONES DEL ECUADOR TELECUSA S.A.S.,Guayaquil,South America,SA,Ecuador,EC,,False,Telecu Telecomunicaciones Del Ecuador Telecusa S.A.S.,-2.2038,-79.8819,False,TELECU,True,Guayas,success,America/Guayaquil,090511,1786374308,1786705352.4013,999,http,205.235.1.39:999,False,6677.8264045715,18253,39822,31.430047352561,205.235.1.39
True,1786705352.2886,elite,5988.2799817028,1775014564.8211,AS48763 LLC SMART CENTER,smartcenter-as,Saratov,Europe,EU,Russia,RU,,False,SCTS,51.5272,46.0459,False,,True,Saratov Oblast,success,Europe/Saratov,410040,1786417165,1786705352.2886,1080,http,82.114.228.67:1080,True,9545.4316139221,79469,44791,63.953806534685,82.114.228.67
True,1786705352.0812,transparent,5718.3688941887,1786456958.5793,AS273490 FIBRION INTERNET LTDA,FIBRION INTERNET LTDA,São Paulo,South America,SA,Brazil,BR,,False,Fibrion Internet Ltda,-23.6293,-46.6351,False,Fibrion Internet Ltda,False,São Paulo,success,America/Sao_Paulo,01000,1786454207,1786705352.0812,8080,http,187.62.209.172:8080,False,3065.11759758,950,1616,37.022603273578,187.62.209.172
True,1786705351.6255,transparent,5786.2871564735,1783814454.4857,AS149359 PT Persada Data Multimedia,IDNIC-PDM-AS-ID,Sugihan,Asia,AS,Indonesia,ID,,True,SIMS Jabar Banten Medianet,-6.9157,112.327,False,,True,East Java,success,Asia/Jakarta,,1786232061,1786705351.6255,80,http,49.0.26.151:80,False,10911.972522736,6572,19298,25.403942790877,49.0.26.151
True,1786705351.2809,transparent,10951.697725692,1780553443.5146,AS210644 AEZA GROUP LLC,AEZA-AS,Frankfurt am Main,Europe,EU,Germany,DE,,True,Aeza International LTD,50.1169,8.6837,False,Aeza International LTD,True,Hesse,success,Europe/Berlin,60313,1786600387,1786705351.2809,3128,http,213.165.43.234:3128,True,12489.635944366,21948,35631,38.118063877455,213.165.43.234
True,1786705351.1169,transparent,4614.5752221271,1786067744.6933,AS138089 PT.Global Media Data Prima,GMDP-AS-ID,Weleri,Asia,AS,Indonesia,ID,,False,PT.Global Media Data Prima,-6.9713,110.067,False,CV Mars Data,False,Central Java,success,Asia/Jakarta,,1786669234,1786705351.1169,1111,http,113.192.48.166:1111,False,504.77933883667,1981,4415,30.972482801751,113.192.48.166
True,1786705351.0009,elite,4356.0006523662,1786145285.7505,AS63023 GTHost,AS-GLOBALTELEHOST,Dallas,North America,,United States,US,,False,GTHost,32.7766,-96.7969,False,GTHost,True,Texas,success,America/Chicago,,1786143295,1786705351.0009,49434,http,216.106.179.216:49434,True,7629.3668746948,1081,4094,20.888888888889,216.106.179.216
True,1786705350.9224,transparent,5503.1064603081,1777875960.5188,"AS22884 TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V.","TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V.",Mexico City,North America,,Mexico,MX,,False,Total Play Telecomunicaciones SA De CV,19.4324,-99.1229,False,"TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V",True,Mexico City,success,America/Mexico_City,03020,1786576659,1786705350.9224,999,http,186.96.160.220:999,False,9491.3151264191,17683,50195,26.051150593712,186.96.160.220
True,1786705350.9067,transparent,6288.7042577726,1785144761.7983,AS153073 PT KANAL TELU MULTITEKNOLOGI,IDNIC-KANALTELU-ID,Kandangan,Asia,AS,Indonesia,ID,,False,PT KANAL TELU MULTITEKNOLOGI,-8.5415,113.971,False,PT KANAL TELU MULTITEKNOLOGI,True,East Java,success,Asia/Jakarta,,1786351112,1786705350.9067,8080,http,160.25.174.251:8080,False,3650.461435318,2657,10524,20.157802898111,160.25.174.251
True,1786705116.7941,transparent,5921.7950997432,1783276123.1943,AS4788 TM TECHNOLOGY SERVICES SDN. BHD.,TTSSB-MY,Kepong,Asia,AS,Malaysia,MY,,False,TM TECHNOLOGY SERVICES SDN BHD,3.219,101.6342,False,Adsl Streamyx,True,Kuala Lumpur,success,Asia/Kuala_Lumpur,48200,1786299988,1786705350.8019,8080,http,60.51.249.168:8080,False,3422.9192733765,11765,21814,35.036778939218,60.51.249.168
True,1786705350.0009,transparent,5830.5649812194,1786672874.2772,AS45758 Triple T Broadband Public Company Limited,TTBP-AS-AP,Hua Hin,Asia,AS,Thailand,TH,,False,Triple T Broadband Public Company Limited,12.5667,99.9667,False,Triple T Broadband Public Company Limited,False,Prachuap Khiri Khan,success,Asia/Bangkok,77110,1786670668,1786705350.0009,8080,http,171.4.0.155:8080,False,7947.4012851715,87,194,30.960854092527,171.4.0.155
True,1786705160.9706,elite,3290.5555700007,1745911930.2762,AS4808 China Unicom Beijing Province Network,CHINA169-BJ,Beijing,Asia,AS,China,CN,,False,China Unicom Beijing Province Network,39.9042,116.407,False,Yanshanshiyou CO,True,Beijing,success,Asia/Shanghai,100000,1786439145,1786705349.567,80,http,61.49.87.3:80,False,2750.369310379,174017,359849,32.595632611929,61.49.87.3
True,1786705349.5574,transparent,6351.1042841988,1778877132.0463,AS265858 NETDELSUR TELECOMUNICACIONES SPA,NETDELSUR TELECOMUNICACIONES SPA,Las Cabras,South America,SA,Chile,CL,,False,Netdelsur Telecomunicaciones SPA,-34.3,-71.3167,False,Netdelsur Telecomunicaciones SPA,True,O'Higgins Region,success,America/Santiago,,1786132315,1786705349.5574,999,http,45.225.205.240:999,False,6502.4876594543,9941,54808,15.353132866917,45.225.205.240
True,1786705349.433,transparent,5961.1496658964,1783199498.7452,"AS63473 HostHatch, LLC",HOSTHATCH,Hong Kong,Asia,AS,Hong Kong,HK,,True,HostHatch,22.3193,114.169,False,"HostHatch, LLC",True,Kowloon,success,Asia/Hong_Kong,999077,1786221423,1786705349.433,24444,http,103.73.66.232:24444,False,2037.4548435211,44021,7310,85.759092945783,103.73.66.232
True,1786705348.7168,transparent,7493.3387076487,1766325550.4484,AS141595 PT Akbar Prima Media,PRIME-AS-ID,Gerung,Asia,AS,Indonesia,ID,,False,PRIME,-8.683,116.125,False,,True,West Nusa Tenggara,success,Asia/Makassar,,1786371475,1786705348.7168,8081,http,103.160.205.12:8081,True,7887.0806694031,22196,102877,17.746436081329,103.160.205.12
True,1786705347.7206,transparent,7632.3339516109,1778139541.4436,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Puerto Wilches,South America,SA,Colombia,CO,,False,IFX Networks Argentina S.R.L,7.34828,-73.896,False,"UFINET COLOMBIA, S. A",True,Santander Department,success,America/Bogota,687061,1786604532,1786705347.7206,999,http,181.119.67.156:999,False,5927.5290966034,10011,58084,14.701519935384,181.119.67.156
True,1786705347.6524,transparent,10303.385018603,1783325555.4679,AS16276 OVH SAS,OVH,Beauharnois,North America,,Canada,CA,,True,OVH SAS,45.3147,-73.8785,False,"OVH Hosting, Inc",True,Quebec,success,America/Toronto,J6N,1786347513,1786705347.6524,3128,http,148.113.202.99:3128,False,13190.402030945,23176,16158,58.921035236691,148.113.202.99
True,1786705347.5608,transparent,6729.0002769894,1769333072.0348,AS273067 LOA NETWORK JL S.A.C.,LOA NETWORK JL S.A.C.,Lima,South America,SA,Peru,PE,,False,Loa Network,-12.0491,-77.0305,False,Loa Network,False,Lima,success,America/Lima,15001,1786426194,1786705347.5608,999,http,38.191.85.108:999,False,4874.0558624268,3663,27896,11.606831648658,38.191.85.108
True,1786705345.8586,transparent,6017.0771112608,1775779858.0887,AS150980 PT Menara Digital Salama,IDNIC-MENARA-AS-ID,Kudus,Asia,AS,Indonesia,ID,,False,PT Menara Digital Salama,-7.113,110.6666,False,,True,Central Java,success,Asia/Jakarta,59344,1786437589,1786705345.8586,8080,http,103.70.122.147:8080,False,5780.9801101685,7532,28972,20.63335524874,103.70.122.147
True,1786705344.8999,transparent,6977.4690965219,1785141526.4083,AS9299 Philippine Long Distance Telephone Company,IPG-AS-AP,Malaybalay,Asia,AS,Philippines,PH,,False,Philippine Long Distance Telephone Co.,8.1543,125.1289,False,Philippine Long Distance Telephone Company,True,Northern Mindanao,success,Asia/Manila,8700,1786348928,1786705344.8999,8081,http,49.149.116.6:8081,False,20457.940816879,3019,10488,22.35137336196,49.149.116.6
True,1786705344.8608,transparent,10981.54054665,1780204968.452,AS8075 Microsoft Corporation,MICROSOFT-CORP-MSN-AS-BLOCK,Boydton,North America,,United States,US,,True,Microsoft Corporation,36.677696,-78.37471,False,Microsoft Azure Cloud (eastus2),True,Virginia,success,America/New_York,23917,1786251464,1786705344.8608,3128,http,20.110.224.54:3128,False,14609.976291656,20420,40934,33.282263585096,20.110.224.54
True,1786705344.8481,transparent,7483.689035729,1784838565.8859,AS263384 WordNet Internet Banda Larga,WordNet Internet Banda Larga,Pelotas,South America,SA,Brazil,BR,,False,WordNet Internet Banda Larga,-31.77,-52.341,False,WordNet Internet Banda Larga,True,Rio Grande do Sul,success,America/Sao_Paulo,96081,1786650037,1786705344.8481,8080,http,177.87.30.63:8080,False,5722.3575115204,4998,11601,30.110247605277,177.87.30.63
True,1786705344.4077,transparent,4903.8010345096,1786576833.9485,AS152005 PT Soultan Network Indonesia,SOULTAN-AS-ID,Tasikmalaya,Asia,AS,Indonesia,ID,,False,SOULTAN,-7.273,108.1208,False,,False,West Java,success,Asia/Jakarta,46415,1786575046,1786705344.4077,8080,http,103.67.91.115:8080,False,15831.042528152,453,880,33.983495873968,103.67.91.115
True,1786705118.2543,transparent,5562.0259546601,1783916803.3508,AS265605 VELOCOM SA DE CV,VELOCOM SA DE CV,Huejutla de Reyes,North America,,Mexico,MX,,False,Velocom SA De CV,21.1301,-98.5178,False,"VELOCOM, S.A DE C.V",True,Hidalgo,success,America/Mexico_City,43000,1786436801,1786705344.2918,999,http,38.58.64.139:999,False,4910.9439849854,5056,12524,28.759954493743,38.58.64.139
